Heavy particle collisions / Elastic Scattering / H, H2
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H2 (E= .100 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H2 (E= 1.00 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H2 (E= 1.25 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H2 (E= 1.58 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H2 (E= 1.99 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H2 (E= 2.51 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H2 (E= 3.16 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H2 (E= 3.98 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H2 (E= 5.01 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H2 (E= 6.30 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H2 (E= 7.94 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H2 (E= .125 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H2 (E= 10.0 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H2 (E= 19.9 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H2 (E= 50.1 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H2 (E= .158 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H2 (E= 100. eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H2 (E= .199 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H2 (E= .251 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H2 (E= .316 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H2 (E= .398 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H2 (E= .501 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H2 (E= .631 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H2 (E= .794 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H2 (E= .100 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
2.8781E+00	7.0602E-18	2.8781E+00	2.5212E-01
2.8816E+00	6.9440E-18	2.8816E+00	2.4797E-01
2.8852E+00	6.8279E-18	2.8852E+00	2.4383E-01
2.8887E+00	6.7188E-18	2.8887E+00	2.3993E-01
2.8922E+00	6.6223E-18	2.8922E+00	2.3649E-01
2.8956E+00	6.5417E-18	2.8956E+00	2.3361E-01
2.8991E+00	6.4773E-18	2.8991E+00	2.3131E-01
2.9025E+00	6.4266E-18	2.9025E+00	2.2950E-01
2.9059E+00	6.3850E-18	2.9059E+00	2.2801E-01
2.9092E+00	6.3467E-18	2.9092E+00	2.2665E-01
2.9126E+00	6.3059E-18	2.9126E+00	2.2519E-01
2.9159E+00	6.2575E-18	2.9159E+00	2.2346E-01
2.9192E+00	6.1980E-18	2.9192E+00	2.2133E-01
2.9225E+00	6.1255E-18	2.9225E+00	2.1875E-01
2.9258E+00	6.0407E-18	2.9258E+00	2.1572E-01
2.9290E+00	5.9460E-18	2.9290E+00	2.1234E-01
2.9322E+00	5.8457E-18	2.9322E+00	2.0875E-01
2.9354E+00	5.7444E-18	2.9354E+00	2.0514E-01
2.9386E+00	5.6469E-18	2.9386E+00	2.0165E-01
2.9417E+00	5.5561E-18	2.9417E+00	1.9841E-01
2.9448E+00	5.4739E-18	2.9448E+00	1.9548E-01
2.9479E+00	5.3998E-18	2.9479E+00	1.9283E-01
2.9510E+00	5.3322E-18	2.9510E+00	1.9042E-01
2.9541E+00	5.2683E-18	2.9541E+00	1.8813E-01
2.9571E+00	5.2050E-18	2.9571E+00	1.8587E-01
2.9601E+00	5.1394E-18	2.9601E+00	1.8353E-01
2.9631E+00	5.0690E-18	2.9631E+00	1.8102E-01
2.9661E+00	4.9923E-18	2.9661E+00	1.7828E-01
2.9690E+00	4.9084E-18	2.9690E+00	1.7528E-01
2.9719E+00	4.8179E-18	2.9719E+00	1.7205E-01
2.9748E+00	4.7220E-18	2.9748E+00	1.6863E-01
2.9777E+00	4.6231E-18	2.9777E+00	1.6509E-01
2.9805E+00	4.5239E-18	2.9805E+00	1.6155E-01
2.9833E+00	4.4269E-18	2.9833E+00	1.5809E-01
2.9861E+00	4.3345E-18	2.9861E+00	1.5479E-01
2.9889E+00	4.2480E-18	2.9889E+00	1.5170E-01
2.9917E+00	4.1681E-18	2.9917E+00	1.4885E-01
2.9944E+00	4.0947E-18	2.9944E+00	1.4622E-01
2.9971E+00	4.0270E-18	2.9971E+00	1.4381E-01
2.9998E+00	3.9637E-18	2.9998E+00	1.4155E-01
3.0024E+00	3.9035E-18	3.0024E+00	1.3940E-01
3.0051E+00	3.8449E-18	3.0051E+00	1.3730E-01
3.0077E+00	3.7863E-18	3.0077E+00	1.3521E-01
3.0102E+00	3.7263E-18	3.0102E+00	1.3307E-01
3.0128E+00	3.6637E-18	3.0128E+00	1.3083E-01
3.0153E+00	3.5977E-18	3.0153E+00	1.2848E-01
3.0178E+00	3.5278E-18	3.0178E+00	1.2598E-01
3.0203E+00	3.4542E-18	3.0203E+00	1.2335E-01
3.0228E+00	3.3775E-18	3.0228E+00	1.2061E-01
3.0252E+00	3.2988E-18	3.0252E+00	1.1780E-01
3.0276E+00	3.2192E-18	3.0276E+00	1.1496E-01
3.0300E+00	3.1402E-18	3.0300E+00	1.1214E-01
3.0324E+00	3.0628E-18	3.0324E+00	1.0938E-01
3.0347E+00	2.9880E-18	3.0347E+00	1.0670E-01
3.0370E+00	2.9162E-18	3.0370E+00	1.0414E-01
3.0393E+00	2.8476E-18	3.0393E+00	1.0169E-01
3.0416E+00	2.7822E-18	3.0416E+00	9.9354E-02
3.0438E+00	2.7197E-18	3.0438E+00	9.7124E-02
3.0461E+00	2.6598E-18	3.0461E+00	9.4982E-02
3.0483E+00	2.6018E-18	3.0483E+00	9.2913E-02
3.0504E+00	2.5454E-18	3.0504E+00	9.0899E-02
3.0526E+00	2.4900E-18	3.0526E+00	8.8921E-02
3.0547E+00	2.4351E-18	3.0547E+00	8.6960E-02
3.0568E+00	2.3803E-18	3.0568E+00	8.5001E-02
3.0589E+00	2.3250E-18	3.0589E+00	8.3028E-02
3.0609E+00	2.2691E-18	3.0609E+00	8.1032E-02
3.0629E+00	2.2124E-18	3.0629E+00	7.9007E-02
3.0649E+00	2.1549E-18	3.0649E+00	7.6952E-02
3.0669E+00	2.0966E-18	3.0669E+00	7.4872E-02
3.0688E+00	2.0380E-18	3.0688E+00	7.2778E-02
3.0707E+00	1.9793E-18	3.0707E+00	7.0682E-02
3.0726E+00	1.9210E-18	3.0726E+00	6.8599E-02
3.0745E+00	1.8635E-18	3.0745E+00	6.6545E-02
3.0764E+00	1.8072E-18	3.0764E+00	6.4535E-02
3.0782E+00	1.7524E-18	3.0782E+00	6.2579E-02
3.0800E+00	1.6994E-18	3.0800E+00	6.0685E-02
3.0817E+00	1.6482E-18	3.0817E+00	5.8859E-02
3.0835E+00	1.5990E-18	3.0835E+00	5.7101E-02
3.0852E+00	1.5517E-18	3.0852E+00	5.5411E-02
3.0869E+00	1.5062E-18	3.0869E+00	5.3788E-02
3.0886E+00	1.4625E-18	3.0886E+00	5.2226E-02
3.0902E+00	1.4204E-18	3.0902E+00	5.0722E-02
3.0918E+00	1.3797E-18	3.0918E+00	4.9272E-02
3.0934E+00	1.3405E-18	3.0934E+00	4.7871E-02
3.0950E+00	1.3025E-18	3.0950E+00	4.6514E-02
3.0965E+00	1.2657E-18	3.0965E+00	4.5198E-02
3.0980E+00	1.2298E-18	3.0980E+00	4.3916E-02
3.0995E+00	1.1948E-18	3.0995E+00	4.2666E-02
3.1010E+00	1.1604E-18	3.1010E+00	4.1440E-02
3.1024E+00	1.1267E-18	3.1024E+00	4.0234E-02
3.1038E+00	1.0933E-18	3.1038E+00	3.9042E-02
3.1052E+00	1.0602E-18	3.1052E+00	3.7861E-02
3.1066E+00	1.0273E-18	3.1066E+00	3.6686E-02
3.1079E+00	9.9450E-19	3.1079E+00	3.5514E-02
3.1092E+00	9.6169E-19	3.1092E+00	3.4342E-02
3.1105E+00	9.2884E-19	3.1105E+00	3.3170E-02
3.1118E+00	8.9597E-19	3.1118E+00	3.1995E-02
3.1130E+00	8.6306E-19	3.1130E+00	3.0821E-02
3.1142E+00	8.3018E-19	3.1142E+00	2.9646E-02
3.1154E+00	7.9736E-19	3.1154E+00	2.8474E-02
3.1165E+00	7.6469E-19	3.1165E+00	2.7307E-02
3.1177E+00	7.3223E-19	3.1177E+00	2.6149E-02
3.1188E+00	7.0007E-19	3.1188E+00	2.5000E-02
3.1199E+00	6.6830E-19	3.1199E+00	2.3865E-02
3.1209E+00	6.3697E-19	3.1209E+00	2.2747E-02
3.1219E+00	6.0616E-19	3.1219E+00	2.1646E-02
3.1229E+00	5.7593E-19	3.1229E+00	2.0567E-02
3.1239E+00	5.4634E-19	3.1239E+00	1.9510E-02
3.1248E+00	5.1741E-19	3.1248E+00	1.8477E-02
3.1258E+00	4.8919E-19	3.1258E+00	1.7469E-02
3.1267E+00	4.6170E-19	3.1267E+00	1.6488E-02
3.1275E+00	4.3496E-19	3.1275E+00	1.5533E-02
3.1284E+00	4.0899E-19	3.1284E+00	1.4605E-02
3.1292E+00	3.8379E-19	3.1292E+00	1.3706E-02
3.1300E+00	3.5938E-19	3.1300E+00	1.2834E-02
3.1308E+00	3.3575E-19	3.1308E+00	1.1990E-02
3.1315E+00	3.1291E-19	3.1315E+00	1.1174E-02
3.1322E+00	2.9087E-19	3.1322E+00	1.0387E-02
3.1329E+00	2.6962E-19	3.1329E+00	9.6282E-03
3.1336E+00	2.4916E-19	3.1336E+00	8.8978E-03
3.1342E+00	2.2950E-19	3.1342E+00	8.1958E-03
3.1348E+00	2.1065E-19	3.1348E+00	7.5223E-03
3.1354E+00	1.9259E-19	3.1354E+00	6.8774E-03
3.1359E+00	1.7533E-19	3.1359E+00	6.2611E-03
3.1365E+00	1.5887E-19	3.1365E+00	5.6735E-03
3.1370E+00	1.4322E-19	3.1370E+00	5.1146E-03
3.1375E+00	1.2838E-19	3.1375E+00	4.5844E-03
3.1379E+00	1.1434E-19	3.1379E+00	4.0831E-03
3.1383E+00	1.0111E-19	3.1383E+00	3.6107E-03
3.1387E+00	8.8691E-20	3.1387E+00	3.1672E-03
3.1391E+00	7.7083E-20	3.1391E+00	2.7527E-03
3.1395E+00	6.6286E-20	3.1395E+00	2.3671E-03
3.1398E+00	5.6302E-20	3.1398E+00	2.0106E-03
3.1401E+00	4.7131E-20	3.1401E+00	1.6831E-03
3.1403E+00	3.8774E-20	3.1403E+00	1.3847E-03
3.1406E+00	3.1232E-20	3.1406E+00	1.1153E-03
3.1408E+00	2.4504E-20	3.1408E+00	8.7507E-04
3.1410E+00	1.8592E-20	3.1410E+00	6.6392E-04
3.1412E+00	1.3494E-20	3.1412E+00	4.8189E-04
3.1413E+00	9.2122E-21	3.1413E+00	3.2897E-04
3.1414E+00	5.7456E-21	3.1414E+00	2.0518E-04
3.1415E+00	3.0946E-21	3.1415E+00	1.1051E-04
3.1416E+00	1.2592E-21	3.1416E+00	4.4967E-05
3.1416E+00	2.3898E-22	3.1416E+00	8.5343E-06

   6   	H, H2 (E= 2.51 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
7.6907E-06	6.6726E-17	7.6907E-06	2.3828E+00
4.0522E-05	3.5157E-16	4.0522E-05	1.2555E+01
9.9587E-05	8.6401E-16	9.9587E-05	3.0855E+01
1.8490E-04	1.6041E-15	1.8490E-04	5.7284E+01
2.9646E-04	2.5717E-15	2.9646E-04	9.1838E+01
4.3426E-04	3.7665E-15	4.3426E-04	1.3450E+02
5.9831E-04	5.1879E-15	5.9831E-04	1.8526E+02
7.8859E-04	6.8348E-15	7.8859E-04	2.4408E+02
1.0051E-03	8.7059E-15	1.0051E-03	3.1089E+02
1.2479E-03	1.0799E-14	1.2479E-03	3.8563E+02
1.5169E-03	1.3110E-14	1.5169E-03	4.6817E+02
1.8121E-03	1.5636E-14	1.8121E-03	5.5838E+02
2.1335E-03	1.8371E-14	2.1335E-03	6.5604E+02
2.4811E-03	2.1308E-14	2.4811E-03	7.6091E+02
2.8550E-03	2.4437E-14	2.8550E-03	8.7266E+02
3.2551E-03	2.7748E-14	3.2551E-03	9.9091E+02
3.6813E-03	3.1228E-14	3.6813E-03	1.1152E+03
4.1337E-03	3.4860E-14	4.1337E-03	1.2449E+03
4.6124E-03	3.8625E-14	4.6124E-03	1.3793E+03
5.1171E-03	4.2503E-14	5.1171E-03	1.5178E+03
5.6481E-03	4.6467E-14	5.6481E-03	1.6594E+03
6.2052E-03	5.0489E-14	6.2052E-03	1.8030E+03
6.7885E-03	5.4537E-14	6.7885E-03	1.9476E+03
7.3979E-03	5.8576E-14	7.3979E-03	2.0918E+03
8.0334E-03	6.2566E-14	8.0334E-03	2.2343E+03
8.6950E-03	6.6465E-14	8.6950E-03	2.3735E+03
9.3828E-03	7.0227E-14	9.3828E-03	2.5079E+03
1.0097E-02	7.3805E-14	1.0097E-02	2.6356E+03
1.0837E-02	7.7149E-14	1.0837E-02	2.7550E+03
1.1602E-02	8.0205E-14	1.1602E-02	2.8642E+03
1.2395E-02	8.2924E-14	1.2395E-02	2.9613E+03
1.3213E-02	8.5251E-14	1.3213E-02	3.0444E+03
1.4057E-02	8.7138E-14	1.4057E-02	3.1118E+03
1.4927E-02	8.8536E-14	1.4927E-02	3.1617E+03
1.5823E-02	8.9403E-14	1.5823E-02	3.1926E+03
1.6745E-02	8.9700E-14	1.6745E-02	3.2032E+03
1.7693E-02	8.9397E-14	1.7693E-02	3.1924E+03
1.8667E-02	8.8472E-14	1.8667E-02	3.1594E+03
1.9667E-02	8.6916E-14	1.9667E-02	3.1038E+03
2.0693E-02	8.4729E-14	2.0693E-02	3.0257E+03
2.1745E-02	8.1923E-14	2.1745E-02	2.9255E+03
2.2823E-02	7.8529E-14	2.2823E-02	2.8043E+03
2.3926E-02	7.4587E-14	2.3926E-02	2.6636E+03
2.5056E-02	7.0157E-14	2.5056E-02	2.5053E+03
2.6211E-02	6.5309E-14	2.6211E-02	2.3322E+03
2.7392E-02	6.0130E-14	2.7392E-02	2.1473E+03
2.8599E-02	5.4716E-14	2.8599E-02	1.9540E+03
2.9831E-02	4.9176E-14	2.9831E-02	1.7561E+03
3.1090E-02	4.3622E-14	3.1090E-02	1.5578E+03
3.2374E-02	3.8172E-14	3.2374E-02	1.3632E+03
3.3684E-02	3.2942E-14	3.3684E-02	1.1764E+03
3.5019E-02	2.8043E-14	3.5019E-02	1.0014E+03
3.6380E-02	2.3573E-14	3.6380E-02	8.4181E+02
3.7767E-02	1.9619E-14	3.7767E-02	7.0062E+02
3.9180E-02	1.6248E-14	3.9180E-02	5.8022E+02
4.0618E-02	1.3502E-14	4.0618E-02	4.8215E+02
4.2081E-02	1.1398E-14	4.2081E-02	4.0704E+02
4.3570E-02	9.9291E-15	4.3570E-02	3.5458E+02
4.5085E-02	9.0576E-15	4.5085E-02	3.2345E+02
4.6625E-02	8.7222E-15	4.6625E-02	3.1148E+02
4.8191E-02	8.8399E-15	4.8191E-02	3.1568E+02
4.9782E-02	9.3104E-15	4.9782E-02	3.3248E+02
5.1398E-02	1.0023E-14	5.1398E-02	3.5794E+02
5.3040E-02	1.0865E-14	5.3040E-02	3.8800E+02
5.4708E-02	1.1727E-14	5.4708E-02	4.1878E+02
5.6400E-02	1.2512E-14	5.6400E-02	4.4681E+02
5.8118E-02	1.3142E-14	5.8118E-02	4.6931E+02
5.9861E-02	1.3562E-14	5.9861E-02	4.8431E+02
6.1630E-02	1.3744E-14	6.1630E-02	4.9081E+02
6.3423E-02	1.3686E-14	6.3423E-02	4.8874E+02
6.5242E-02	1.3411E-14	6.5242E-02	4.7891E+02
6.7086E-02	1.2960E-14	6.7086E-02	4.6282E+02
6.8955E-02	1.2390E-14	6.8955E-02	4.4246E+02
7.0849E-02	1.1761E-14	7.0849E-02	4.2000E+02
7.2769E-02	1.1133E-14	7.2769E-02	3.9757E+02
7.4713E-02	1.0556E-14	7.4713E-02	3.7697E+02
7.6682E-02	1.0067E-14	7.6682E-02	3.5949E+02
7.8677E-02	9.6841E-15	7.8677E-02	3.4582E+02
8.0696E-02	9.4104E-15	8.0696E-02	3.3605E+02
8.2740E-02	9.2322E-15	8.2740E-02	3.2969E+02
8.4809E-02	9.1251E-15	8.4809E-02	3.2586E+02
8.6903E-02	9.0589E-15	8.6903E-02	3.2350E+02
8.9021E-02	9.0031E-15	8.9021E-02	3.2151E+02
9.1165E-02	8.9327E-15	9.1165E-02	3.1899E+02
9.3333E-02	8.8313E-15	9.3333E-02	3.1537E+02
9.5526E-02	8.6937E-15	9.5526E-02	3.1046E+02
9.7743E-02	8.5251E-15	9.7743E-02	3.0444E+02
9.9985E-02	8.3400E-15	9.9985E-02	2.9783E+02
1.0225E-01	8.1583E-15	1.0225E-01	2.9134E+02
1.0454E-01	8.0012E-15	1.0454E-01	2.8573E+02
1.0686E-01	7.8878E-15	1.0686E-01	2.8168E+02
1.0920E-01	7.8312E-15	1.0920E-01	2.7966E+02
1.1156E-01	7.8368E-15	1.1156E-01	2.7986E+02
1.1395E-01	7.9016E-15	1.1395E-01	2.8217E+02
1.1637E-01	8.0148E-15	1.1637E-01	2.8621E+02
1.1880E-01	8.1602E-15	1.1880E-01	2.9141E+02
1.2127E-01	8.3193E-15	1.2127E-01	2.9709E+02
1.2375E-01	8.4741E-15	1.2375E-01	3.0262E+02
1.2626E-01	8.6107E-15	1.2626E-01	3.0749E+02
1.2880E-01	8.7210E-15	1.2880E-01	3.1143E+02
1.3135E-01	8.8041E-15	1.3135E-01	3.1440E+02
1.3394E-01	8.8656E-15	1.3394E-01	3.1660E+02
1.3654E-01	8.9158E-15	1.3654E-01	3.1839E+02
1.3917E-01	8.9668E-15	1.3917E-01	3.2021E+02
1.4183E-01	9.0293E-15	1.4183E-01	3.2244E+02
1.4451E-01	9.1089E-15	1.4451E-01	3.2529E+02
1.4721E-01	9.2051E-15	1.4721E-01	3.2872E+02
1.4994E-01	9.3098E-15	1.4994E-01	3.3246E+02
1.5269E-01	9.4095E-15	1.5269E-01	3.3602E+02
1.5546E-01	9.4878E-15	1.5546E-01	3.3881E+02
1.5826E-01	9.5293E-15	1.5826E-01	3.4030E+02
1.6108E-01	9.5233E-15	1.6108E-01	3.4008E+02
1.6392E-01	9.4665E-15	1.6392E-01	3.3806E+02
1.6679E-01	9.3631E-15	1.6679E-01	3.3436E+02
1.6968E-01	9.2238E-15	1.6968E-01	3.2939E+02
1.7259E-01	9.0623E-15	1.7259E-01	3.2362E+02
1.7553E-01	8.8922E-15	1.7553E-01	3.1755E+02
1.7849E-01	8.7232E-15	1.7849E-01	3.1151E+02
1.8148E-01	8.5599E-15	1.8148E-01	3.0568E+02
1.8449E-01	8.4013E-15	1.8449E-01	3.0001E+02
1.8752E-01	8.2426E-15	1.8752E-01	2.9435E+02
1.9057E-01	8.0778E-15	1.9057E-01	2.8846E+02
1.9365E-01	7.9011E-15	1.9365E-01	2.8215E+02
1.9675E-01	7.7085E-15	1.9675E-01	2.7527E+02
1.9987E-01	7.4976E-15	1.9987E-01	2.6774E+02
2.0302E-01	7.2669E-15	2.0302E-01	2.5950E+02
2.0619E-01	7.0151E-15	2.0619E-01	2.5051E+02
2.0938E-01	6.7408E-15	2.0938E-01	2.4072E+02
2.1259E-01	6.4434E-15	2.1259E-01	2.3010E+02
2.1583E-01	6.1239E-15	2.1583E-01	2.1869E+02
2.1909E-01	5.7866E-15	2.1909E-01	2.0664E+02
2.2237E-01	5.4389E-15	2.2237E-01	1.9422E+02
2.2568E-01	5.0907E-15	2.2568E-01	1.8179E+02
2.2900E-01	4.7526E-15	2.2900E-01	1.6972E+02
2.3235E-01	4.4337E-15	2.3235E-01	1.5833E+02
2.3573E-01	4.1403E-15	2.3573E-01	1.4785E+02
2.3912E-01	3.8749E-15	2.3912E-01	1.3837E+02
2.4254E-01	3.6370E-15	2.4254E-01	1.2988E+02
2.4598E-01	3.4243E-15	2.4598E-01	1.2228E+02
2.4944E-01	3.2340E-15	2.4944E-01	1.1549E+02
2.5292E-01	3.0631E-15	2.5292E-01	1.0939E+02
2.5643E-01	2.9090E-15	2.5643E-01	1.0388E+02
2.5995E-01	2.7689E-15	2.5995E-01	9.8877E+01
2.6350E-01	2.6403E-15	2.6350E-01	9.4286E+01
2.6707E-01	2.5214E-15	2.6707E-01	9.0040E+01
2.7067E-01	2.4117E-15	2.7067E-01	8.6122E+01
2.7428E-01	2.3123E-15	2.7428E-01	8.2572E+01
2.7792E-01	2.2257E-15	2.7792E-01	7.9481E+01
2.8157E-01	2.1547E-15	2.8157E-01	7.6947E+01
2.8525E-01	2.1010E-15	2.8525E-01	7.5027E+01
2.8895E-01	2.0639E-15	2.8895E-01	7.3704E+01
2.9268E-01	2.0410E-15	2.9268E-01	7.2885E+01
2.9642E-01	2.0283E-15	2.9642E-01	7.2433E+01
3.0018E-01	2.0221E-15	3.0018E-01	7.2211E+01
3.0397E-01	2.0196E-15	3.0397E-01	7.2122E+01
3.0778E-01	2.0192E-15	3.0778E-01	7.2107E+01
3.1161E-01	2.0197E-15	3.1161E-01	7.2126E+01
3.1545E-01	2.0198E-15	3.1545E-01	7.2130E+01
3.1933E-01	2.0174E-15	3.1933E-01	7.2044E+01
3.2322E-01	2.0102E-15	3.2322E-01	7.1787E+01
3.2713E-01	1.9966E-15	3.2713E-01	7.1301E+01
3.3106E-01	1.9764E-15	3.3106E-01	7.0577E+01
3.3502E-01	1.9504E-15	3.3502E-01	6.9652E+01
3.3899E-01	1.9203E-15	3.3899E-01	6.8576E+01
3.4298E-01	1.8869E-15	3.4298E-01	6.7381E+01
3.4700E-01	1.8497E-15	3.4700E-01	6.6054E+01
3.5104E-01	1.8078E-15	3.5104E-01	6.4558E+01
3.5509E-01	1.7605E-15	3.5509E-01	6.2868E+01
3.5917E-01	1.7083E-15	3.5917E-01	6.1006E+01
3.6327E-01	1.6534E-15	3.6327E-01	5.9043E+01
3.6738E-01	1.5981E-15	3.6738E-01	5.7070E+01
3.7152E-01	1.5443E-15	3.7152E-01	5.5148E+01
3.7568E-01	1.4921E-15	3.7568E-01	5.3284E+01
3.7985E-01	1.4404E-15	3.7985E-01	5.1437E+01
3.8405E-01	1.3876E-15	3.8405E-01	4.9552E+01
3.8827E-01	1.3332E-15	3.8827E-01	4.7610E+01
3.9250E-01	1.2781E-15	3.9250E-01	4.5641E+01
3.9676E-01	1.2241E-15	3.9676E-01	4.3713E+01
4.0104E-01	1.1733E-15	4.0104E-01	4.1898E+01
4.0533E-01	1.1266E-15	4.0533E-01	4.0233E+01
4.0965E-01	1.0842E-15	4.0965E-01	3.8717E+01
4.1398E-01	1.0452E-15	4.1398E-01	3.7325E+01
4.1833E-01	1.0091E-15	4.1833E-01	3.6036E+01
4.2271E-01	9.7580E-16	4.2271E-01	3.4846E+01
4.2710E-01	9.4561E-16	4.2710E-01	3.3769E+01
4.3151E-01	9.1878E-16	4.3151E-01	3.2810E+01
4.3594E-01	8.9514E-16	4.3594E-01	3.1966E+01
4.4039E-01	8.7417E-16	4.4039E-01	3.1217E+01
4.4486E-01	8.5522E-16	4.4486E-01	3.0540E+01
4.4934E-01	8.3783E-16	4.4934E-01	2.9919E+01
4.5385E-01	8.2179E-16	4.5385E-01	2.9347E+01
4.5837E-01	8.0707E-16	4.5837E-01	2.8821E+01
4.6292E-01	7.9369E-16	4.6292E-01	2.8343E+01
4.6748E-01	7.8167E-16	4.6748E-01	2.7914E+01
4.7206E-01	7.7104E-16	4.7206E-01	2.7535E+01
4.7666E-01	7.6178E-16	4.7666E-01	2.7204E+01
4.8127E-01	7.5369E-16	4.8127E-01	2.6915E+01
4.8591E-01	7.4635E-16	4.8591E-01	2.6653E+01
4.9056E-01	7.3917E-16	4.9056E-01	2.6396E+01
4.9523E-01	7.3163E-16	4.9523E-01	2.6127E+01
4.9992E-01	7.2352E-16	4.9992E-01	2.5837E+01
5.0463E-01	7.1497E-16	5.0463E-01	2.5532E+01
5.0935E-01	7.0622E-16	5.0935E-01	2.5220E+01
5.1409E-01	6.9723E-16	5.1409E-01	2.4898E+01
5.1885E-01	6.8761E-16	5.1885E-01	2.4555E+01
